0.0175625	9.87797e-17	9.87797e-17	0	0.449759	1.60823e-16
0.0398511	9.87797e-17	9.87797e-17	0	0.365215	1.60823e-16
0.0566788	9.87797e-17	9.87797e-17	0	0.306254	1.60823e-16
0.0831873	9.87797e-17	9.87797e-17	0	0.234135	1.60823e-16
0.110868	9.87797e-17	9.87797e-17	0	0.174388	1.60823e-16
0.141394	9.87797e-17	9.87797e-17	0	0.12692	1.60823e-16
0.182403	9.87797e-17	9.87797e-17	0	0.0796478	1.60823e-16
0.230128	9.87797e-17	9.87797e-17	0	0.0487925	1.60823e-16
0.265933	9.87797e-17	9.87797e-17	0	0.0378696	1.60823e-16
0.35525	9.87797e-17	9.87797e-17	0	0.0185223	1.60823e-16
0.489336	9.87797e-17	9.87797e-17	0	0.0134672	1.60823e-16
1.07387	9.87797e-17	9.87797e-17	0	0.00169293	1.60823e-16
7.33931	9.87797e-17	9.87797e-17	0	0.00233589	1.60823e-16
