0.01	1	1.58498e-05	0.02
0.03	2	8.44072e-05	0.04
0.07	3	0.000616912	0.0534473
0.123447	4	0.000689216	0.066821
0.190268	5	0.000492482	0.102207
0.292475	6	0.000362415	0.187912
0.480387	7	0.000186597	0.375824
0.856212	8	0.00012842	0.751649
1.60786	9	0.000179451	1.5033
3.11116	10	0.000124756	3.0066
6.11775	11	8.89731e-05	6.01319
12.1309	12	0.000109272	12.0264
24.1573	13	0.000131228	24.0528
48.2101	14	7.06907e-05	48.1055
96.3156	15	0.000217294	96.2111
192.527	16	0.000672238	122.099
200	17	0.000101648	14.9466
