4.13887e-08	3.06908e+16	3.06908e+16	3.16061e+18	3.16061e+18	697.071	697.071	0.316228	4.88723e-17	0.316228	4.88723e-17
4.34368e-08	3.20532e+16	3.20532e+16	3.16052e+18	3.16052e+18	697.37	697.37	0.316228	4.88723e-17	0.316228	4.88723e-17
4.59608e-08	3.37203e+16	3.37203e+16	3.1604e+18	3.1604e+18	697.74	697.74	0.316228	4.88723e-17	0.316228	4.88723e-17
4.8311e-08	3.52531e+16	3.52531e+16	3.1603e+18	3.1603e+18	698.084	698.084	0.316228	4.88723e-17	0.316228	4.88723e-17
5.11765e-08	3.70989e+16	3.70989e+16	3.16017e+18	3.16017e+18	698.5	698.5	0.316228	4.88723e-17	0.316228	4.88723e-17
5.38393e-08	3.87812e+16	3.87812e+16	3.16005e+18	3.16005e+18	698.878	698.878	0.316228	4.88723e-17	0.316228	4.88723e-17
5.70396e-08	4.07637e+16	4.07637e+16	3.15991e+18	3.15991e+18	699.314	699.314	0.316228	4.88723e-17	0.316228	4.88723e-17
6.00461e-08	4.25741e+16	4.25741e+16	3.15977e+18	3.15977e+18	699.698	699.698	0.316228	4.88723e-17	0.316228	4.88723e-17
6.35923e-08	4.46474e+16	4.46474e+16	3.15962e+18	3.15962e+18	700.107	700.107	0.316228	4.88723e-17	0.316228	4.88723e-17
6.69999e-08	4.65618e+16	4.65618e+16	3.15948e+18	3.15948e+18	700.443	700.443	0.316228	4.88723e-17	0.316228	4.88723e-17
7.09344e-08	4.8679e+16	4.8679e+16	3.15932e+18	3.15932e+18	700.745	700.745	0.316228	4.88723e-17	0.316228	4.88723e-17
7.48365e-08	5.06659e+16	5.06659e+16	3.15917e+18	3.15917e+18	700.935	700.935	0.316228	4.88723e-17	0.316228	4.88723e-17
7.9256e-08	5.27818e+16	5.27818e+16	3.159e+18	3.159e+18	701.001	701.001	0.316228	4.88723e-17	0.316228	4.88723e-17
8.26436e-08	5.42889e+16	5.42889e+16	3.15888e+18	3.15888e+18	700.932	700.932	0.316228	4.88723e-17	0.316228	4.88723e-17
8.94115e-08	5.70836e+16	5.70836e+16	3.15864e+18	3.15864e+18	700.471	700.471	0.316228	4.88723e-17	0.316228	4.88723e-17
9.57993e-08	5.93724e+16	5.93724e+16	3.15844e+18	3.15844e+18	699.644	699.644	0.316228	4.88723e-17	0.316228	4.88723e-17
1.00784e-07	6.0926e+16	6.0926e+16	3.15829e+18	3.15829e+18	698.761	698.761	0.316228	4.88723e-17	0.316228	4.88723e-17
1.0548e-07	6.22247e+16	6.22247e+16	3.15816e+18	3.15816e+18	697.772	697.772	0.316228	4.88723e-17	0.316228	4.88723e-17
1.09994e-07	6.33332e+16	6.33332e+16	3.15804e+18	3.15804e+18	696.713	696.713	0.316228	4.88723e-17	0.316228	4.88723e-17
1.15897e-07	6.46053e+16	6.46053e+16	3.15789e+18	3.15789e+18	695.227	695.227	0.316228	4.88723e-17	0.316228	4.88723e-17
1.21352e-07	6.56066e+16	6.56066e+16	3.15776e+18	3.15776e+18	693.813	693.813	0.316228	4.88723e-17	0.316228	4.88723e-17
1.28983e-07	6.67861e+16	6.67861e+16	3.15759e+18	3.15759e+18	691.873	691.873	0.316228	4.88723e-17	0.316228	4.88723e-17
1.37886e-07	6.78851e+16	6.78851e+16	3.15741e+18	3.15741e+18	689.793	689.793	0.316228	4.88723e-17	0.316228	4.88723e-17
1.50325e-07	6.90694e+16	6.90694e+16	3.15717e+18	3.15717e+18	687.373	687.373	0.316228	4.88723e-17	0.316228	4.88723e-17
1.71862e-07	7.0594e+16	7.0594e+16	3.1568e+18	3.1568e+18	684.539	684.539	0.316228	4.88723e-17	0.316228	4.88723e-17
1.95772e-07	7.2075e+16	7.2075e+16	3.15641e+18	3.15641e+18	682.828	682.828	0.316228	4.88723e-17	0.316228	4.88723e-17
2.2386e-07	7.41331e+16	7.41331e+16	3.15594e+18	3.15594e+18	681.808	681.808	0.316228	4.88723e-17	0.316228	4.88723e-17
2.61352e-07	7.79267e+16	7.79267e+16	3.15526e+18	3.15526e+18	681.117	681.117	0.316228	4.88723e-17	0.316228	4.88723e-17
3.05992e-07	8.43915e+16	8.43915e+16	3.15434e+18	3.15434e+18	680.625	680.625	0.316228	4.88723e-17	0.316228	4.88723e-17
3.6102e-07	9.51151e+16	9.51151e+16	3.15302e+18	3.15302e+18	680.083	680.083	0.316228	4.88723e-17	0.316228	4.88723e-17
4.16047e-07	1.0788e+17	1.0788e+17	3.15153e+18	3.15153e+18	679.224	679.224	0.316228	4.88723e-17	0.316228	4.88723e-17
5.02222e-07	1.28052e+17	1.28052e+17	3.14909e+18	3.14909e+18	676.334	676.334	0.316228	4.88723e-17	0.316228	4.88723e-17
6.00288e-07	1.47421e+17	1.47421e+17	3.14644e+18	3.14644e+18	671.481	671.481	0.316228	4.88723e-17	0.316228	4.88723e-17
7.25595e-07	1.6879e+17	1.6879e+17	3.14317e+18	3.14317e+18	665.946	665.946	0.316228	4.88723e-17	0.316228	4.88723e-17
8.62395e-07	1.91208e+17	1.91208e+17	3.13962e+18	3.13962e+18	660.478	660.478	0.316228	4.88723e-17	0.316228	4.88723e-17
1.0358e-06	2.17036e+17	2.17036e+17	3.13531e+18	3.13531e+18	653.548	653.548	0.316228	4.88723e-17	0.316228	4.88723e-17
1.20921e-06	2.40462e+17	2.40462e+17	3.13117e+18	3.13117e+18	647.276	647.276	0.316228	4.88723e-17	0.316228	4.88723e-17
1.45383e-06	2.71395e+17	2.71395e+17	3.12551e+18	3.12551e+18	639.042	639.042	0.316228	4.88723e-17	0.316228	4.88723e-17
1.67436e-06	2.97439e+17	2.97439e+17	3.12054e+18	3.12054e+18	631.957	631.957	0.316228	4.88723e-17	0.316228	4.88723e-17
1.95386e-06	3.28259e+17	3.28259e+17	3.11445e+18	3.11445e+18	623.305	623.305	0.316228	4.88723e-17	0.316228	4.88723e-17
2.29557e-06	3.62743e+17	3.62743e+17	3.10731e+18	3.10731e+18	613.271	613.271	0.316228	4.88723e-17	0.316228	4.88723e-17
2.66595e-06	3.96659e+17	3.96659e+17	3.09996e+18	3.09996e+18	603.063	603.063	0.316228	4.88723e-17	0.316228	4.88723e-17
3.12688e-06	4.34819e+17	4.34819e+17	3.09131e+18	3.09131e+18	591.175	591.175	0.316228	4.88723e-17	0.316228	4.88723e-17
3.61519e-06	4.70986e+17	4.70986e+17	3.08271e+18	3.08271e+18	579.424	579.424	0.316228	4.88723e-17	0.316228	4.88723e-17
4.24346e-06	5.1232e+17	5.1232e+17	3.07241e+18	3.07241e+18	565.435	565.435	0.316228	4.88723e-17	0.316228	4.88723e-17
4.87172e-06	5.48653e+17	5.48653e+17	3.06287e+18	3.06287e+18	552.519	552.519	0.316228	4.88723e-17	0.316228	4.88723e-17
5.7583e-06	5.9347e+17	5.9347e+17	3.05052e+18	3.05052e+18	535.877	535.877	0.316228	4.88723e-17	0.316228	4.88723e-17
6.57773e-06	6.29063e+17	6.29063e+17	3.0401e+18	3.0401e+18	521.87	521.87	0.316228	4.88723e-17	0.316228	4.88723e-17
7.64087e-06	6.69154e+17	6.69154e+17	3.02775e+18	3.02775e+18	505.39	505.39	0.316228	4.88723e-17	0.316228	4.88723e-17
8.89735e-06	7.09411e+17	7.09411e+17	3.01459e+18	3.01459e+18	487.973	487.973	0.316228	4.88723e-17	0.316228	4.88723e-17
1.03487e-05	7.48487e+17	7.48487e+17	3.00098e+18	3.00098e+18	470.148	470.148	0.316228	4.88723e-17	0.316228	4.88723e-17
1.20886e-05	7.87418e+17	7.87418e+17	2.98646e+18	2.98646e+18	451.426	451.426	0.316228	4.88723e-17	0.316228	4.88723e-17
1.41036e-05	8.24274e+17	8.24274e+17	2.97165e+18	2.97165e+18	432.637	432.637	0.316228	4.88723e-17	0.316228	4.88723e-17
1.65661e-05	8.6048e+17	8.6048e+17	2.95586e+18	2.95586e+18	413.016	413.016	0.316228	4.88723e-17	0.316228	4.88723e-17
1.94412e-05	8.93507e+17	8.93507e+17	2.94001e+18	2.94001e+18	393.713	393.713	0.316228	4.88723e-17	0.316228	4.88723e-17
2.30514e-05	9.24883e+17	9.24883e+17	2.92318e+18	2.92318e+18	373.668	373.668	0.316228	4.88723e-17	0.316228	4.88723e-17
2.73116e-05	9.51223e+17	9.51223e+17	2.90681e+18	2.90681e+18	354.476	354.476	0.316228	4.88723e-17	0.316228	4.88723e-17
3.22352e-05	9.71272e+17	9.71272e+17	2.89159e+18	2.89159e+18	336.692	336.692	0.316228	4.88723e-17	0.316228	4.88723e-17
3.80382e-05	9.84717e+17	9.84717e+17	2.8777e+18	2.8777e+18	320.104	320.104	0.316228	4.88723e-17	0.316228	4.88723e-17
4.47056e-05	9.90305e+17	9.90305e+17	2.8661e+18	2.8661e+18	305.207	305.207	0.316228	4.88723e-17	0.316228	4.88723e-17
5.25932e-05	9.87294e+17	9.87294e+17	2.85726e+18	2.85726e+18	291.619	291.619	0.316228	4.88723e-17	0.316228	4.88723e-17
6.16267e-05	9.74674e+17	9.74674e+17	2.8525e+18	2.8525e+18	279.776	279.776	0.316228	4.88723e-17	0.316228	4.88723e-17
7.24727e-05	9.50858e+17	9.50858e+17	2.85301e+18	2.85301e+18	269.12	269.12	0.316228	4.88723e-17	0.316228	4.88723e-17
8.49597e-05	9.1588e+17	9.1588e+17	2.8605e+18	2.8605e+18	260.079	260.079	0.316228	4.88723e-17	0.316228	4.88723e-17
0.000100533	8.66668e+17	8.66668e+17	2.87785e+18	2.87785e+18	251.957	251.957	0.316228	4.88723e-17	0.316228	4.88723e-17
0.000119	8.0656e+17	8.0656e+17	2.90658e+18	2.90658e+18	245.245	245.245	0.316228	4.88723e-17	0.316228	4.88723e-17
0.000144481	7.30256e+17	7.30256e+17	2.95388e+18	2.95388e+18	239.125	239.125	0.316228	4.88723e-17	0.316228	4.88723e-17
0.000169962	6.67929e+17	6.67929e+17	3.00277e+18	3.00277e+18	235.295	235.295	0.316228	4.88723e-17	0.316228	4.88723e-17
0.000200394	6.13186e+17	6.13186e+17	3.05682e+18	3.05682e+18	232.352	232.352	0.316228	4.88723e-17	0.316228	4.88723e-17
0.000238189	5.68821e+17	5.68821e+17	3.114e+18	3.114e+18	230.048	230.048	0.316228	4.88723e-17	0.316228	4.88723e-17
0.000275985	5.41289e+17	5.41289e+17	3.16113e+18	3.16113e+18	228.595	228.595	0.316228	4.88723e-17	0.316228	4.88723e-17
0.00031598	5.21916e+17	5.21916e+17	3.20355e+18	3.20355e+18	227.521	227.521	0.316228	4.88723e-17	0.316228	4.88723e-17
0.000351582	5.09444e+17	5.09444e+17	3.23676e+18	3.23676e+18	226.837	226.837	0.316228	4.88723e-17	0.316228	4.88723e-17
0.000393131	4.98222e+17	4.98222e+17	3.27169e+18	3.27169e+18	226.227	226.227	0.316228	4.88723e-17	0.316228	4.88723e-17
