0.01	1	1.19126e-05	0.02
0.0117208	3	1.88571e-08	0.00344159
0.0151624	4	5.90991e-07	0.00688317
0.0220455	5	6.25901e-05	0.0137663
0.022288	7	9.4367e-10	0.000484821
0.0227728	8	1.32042e-09	0.000969642
0.0237424	9	1.82096e-08	0.00193928
0.0256817	10	8.11054e-07	0.00387857
0.0295603	11	3.53476e-05	0.00775713
0.0324827	13	2.34171e-05	0.00584493
0.0364898	15	0.000236247	0.00801406
0.0373366	17	5.70431e-07	0.00169361
0.0390302	18	1.41984e-05	0.00338721
0.0424174	19	0.00057609	0.00471572
0.0436222	21	1.29009e-05	0.00240968
0.0460319	22	0.000435105	0.00397012
0.0473038	24	4.99674e-05	0.00254371
0.0498475	25	0.00107737	0.00254371
0.0520142	27	0.00067103	0.00275266
0.0538314	29	0.000364985	0.00332685
0.0551675	31	0.000112326	0.00267231
0.0569812	33	0.000397635	0.00315409
0.0583903	35	0.000148659	0.00281818
0.0600369	37	0.000281837	0.00329319
0.0613465	39	0.000114198	0.00261916
0.0631592	41	0.000421558	0.00304376
0.0646188	43	0.000178422	0.00291922
0.0661662	45	0.000226011	0.00309491
0.0675884	47	0.000161737	0.00284438
0.0691918	49	0.00026133	0.00320676
0.0705422	51	0.000131856	0.00270071
0.0722668	53	0.000350136	0.00323708
0.0735985	55	0.000124878	0.00266338
0.0753569	57	0.000378584	0.00314936
0.0767419	59	0.000146106	0.00277
0.0784049	61	0.000303122	0.00332606
0.0796853	63	0.000106858	0.00256082
0.0815438	65	0.000472404	0.00291446
