0.01	1	0.00112778	0.0093039
0.0115319	4	0.000161367	0.00306372
0.0115943	6	4.07462e-10	0.000124923
0.0117192	7	7.54633e-09	0.000249846
0.0119691	8	1.57058e-07	0.000499691
0.0124688	9	4.2974e-06	0.000999383
0.0134682	10	0.00021283	0.00199877
0.0136766	12	4.92346e-07	0.000416823
0.0140934	13	1.2404e-05	0.000833646
0.014927	14	0.000522559	0.00123055
0.0152463	16	1.62393e-05	0.000638575
0.0158849	17	0.00051108	0.000955254
0.0162402	19	6.48768e-05	0.000710608
0.0167659	21	0.000442359	0.000857492
0.0171015	23	8.85541e-05	0.000671261
0.0175648	25	0.000390752	0.00081414
0.0178866	27	0.000101242	0.000643692
0.01833	29	0.00040339	0.000764517
0.018663	31	0.000135745	0.000665845
0.0190639	33	0.000298494	0.000801908
0.0193658	35	9.86515e-05	0.000603815
0.0198172	37	0.000503121	0.000681582
0.020194	39	0.000248015	0.00075364
0.020519	41	0.000138569	0.000650005
0.0209197	43	0.000321587	0.000791518
0.0212214	45	0.000104013	0.000603375
0.0216654	47	0.000487553	0.00068322
0.0220373	49	0.000240686	0.000743734
0.0223665	51	0.000148283	0.0006585
0.0227581	53	0.000296263	0.000783113
0.0230636	55	0.00011027	0.000611148
0.0234987	57	0.000451498	0.000701029
0.0238567	59	0.00020751	0.00071605
0.024204	61	0.000183907	0.00069467
0.0245667	63	0.000218509	0.000725337
0.0249077	65	0.000170871	0.00068195
0.02528	67	0.000242671	0.000744639
0.0256084	69	0.00014708	0.00065677
0.0260012	71	0.000300352	0.000785508
0.0263053	73	0.000108304	0.000608232
0.0267431	75	0.000463549	0.000694486
0.0271059	77	0.000218809	0.00072555
0.0274467	79	0.000170571	0.000681626
0.0278193	81	0.000243309	0.000745113
0.0281473	83	0.000146542	0.000656156
0.0285406	85	0.000301938	0.000786538
0.0288441	87	0.000107492	0.00060708
0.0292832	89	0.000468529	0.000691892
0.0296479	91	0.000223508	0.000729423
0.0299861	93	0.000165469	0.000676454
0.0303627	95	0.000254056	0.000753227
0.0306857	97	0.000137744	0.000646044
0.0310878	99	0.000329683	0.000782343
0.0313936	101	0.000110848	0.000611773
