6.49308e-05	2.53379e-16	32.4009	0	0.000640431	2.24434e-16
0.000167988	2.53379e-16	38.1812	0	0.00165523	2.24434e-16
0.000299307	2.53379e-16	44.471	0	0.00294533	2.24434e-16
0.000521593	2.53379e-16	53.4569	0	0.00512151	2.24434e-16
0.00080966	2.53379e-16	63.2301	0	0.0079275	2.24434e-16
0.00134925	2.53379e-16	78.3202	0	0.0131408	2.24434e-16
0.00207217	2.53379e-16	94.8472	0	0.0200389	2.24434e-16
0.00351801	2.53379e-16	121.315	0	0.0335432	2.24434e-16
0.00577728	2.53379e-16	153.607	0	0.0538884	2.24434e-16
0.0102958	2.53379e-16	201.197	0	0.0919553	2.24434e-16
0.0193329	2.53379e-16	265.088	0	0.158622	2.24434e-16
0.0374071	2.53379e-16	360.183	0	0.261058	2.24434e-16
0.0735554	2.53379e-16	545.496	0	0.38294	2.24434e-16
0.145852	2.53379e-16	822.915	0	0.471905	2.24434e-16
0.290445	2.53379e-16	954.46	0	0.498382	2.24434e-16
0.579632	2.53379e-16	969.459	0	0.499995	2.24434e-16
1.15801	2.53379e-16	974.496	0	0.5	2.24434e-16
2.31475	2.53379e-16	978.562	0	0.5	2.24434e-16
4.62824	2.53379e-16	982.238	0	0.5	2.24434e-16
9.25523	2.53379e-16	985.654	0	0.5	2.24434e-16
18.5092	2.53379e-16	988.819	0	0.5	2.24434e-16
